id,player_id,question_id,option_chosen,is_other,other_text,reaction_time_ms,score_react,score_trust,score_indep,score_adapt,score_mobil,score_safety,created_at
0013990e-7f8e-4481-9ab3-c15f90879f26,89059b4e-8e08-4ab2-a072-d22c29b1e17d,79043a5f-79fc-41ab-90ab-3f2be40d80d9,C,false,,,0,-1,2,0,0,0,2026-04-04 11:23:22.361893
0164c5c9-9896-4bf5-b59d-ffd9f2debdbd,86ccee56-599a-4d63-ac67-4e41d3ecfcd2,8db28d59-38ed-4e1f-855a-2a441cdfc5ff,B,false,,,0,2,0,0,0,0,2026-04-07 14:26:46.690369
02346386-6bd4-4706-b4cc-37cdb61e226c,582b3919-24bb-475f-a128-feb76064cdb7,0da2566c-99b0-4ac4-834e-f0ebc1b15c5c,C,false,,,0,-1,1,1,1,0,2026-03-23 00:31:32.746382
02dc2c75-0a9e-489a-bc94-8eaac6077d78,43f5c91c-4e43-45ad-9082-63fb43956e63,8db28d59-38ed-4e1f-855a-2a441cdfc5ff,B,false,,,0,2,0,0,0,0,2026-03-22 21:07:18.369523
03fd749b-7087-4a21-9507-456216436658,54bd08f6-0004-41cf-95ca-a74cff42f614,4279db11-59df-43e4-be12-42cb42099b86,A,false,,,1,2,-1,1,1,2,2026-04-04 12:23:25.874615
05e1991d-88a9-40e2-81f7-38adcc45bf85,fb106834-477d-4a56-ad4f-9f17bc37192e,79043a5f-79fc-41ab-90ab-3f2be40d80d9,C,false,,,0,-1,2,0,0,0,2026-03-25 12:59:44.643751
060877a8-26b0-4d56-ac37-8878a20dc23a,54bd08f6-0004-41cf-95ca-a74cff42f614,0da2566c-99b0-4ac4-834e-f0ebc1b15c5c,A,false,,,0,2,-1,2,2,2,2026-04-04 12:23:25.874615
06f72f14-7c51-458e-905a-68648a252840,3e330fb7-20e4-4d14-8057-0c22db928d2c,0da2566c-99b0-4ac4-834e-f0ebc1b15c5c,A,false,,,0,2,-1,2,2,2,2026-03-23 00:39:10.256722
06f8b0a9-9ad7-4cf2-adcb-43ff408e24a6,fb106834-477d-4a56-ad4f-9f17bc37192e,4279db11-59df-43e4-be12-42cb42099b86,A,false,,,1,2,-1,1,1,2,2026-03-25 12:59:44.643751
07416bfc-0345-4069-ac65-d6099e83df70,7c2e1bd2-e7a3-4785-ba86-4d47ce11d228,a5fc68e8-ff5c-45fe-bc2f-736163c1ed74,A,false,,,0,2,-2,-1,-1,2,2026-03-23 12:47:40.423283
07da4c5a-6a46-4ace-9ff5-a33c04708688,38ebea23-868c-4797-82ee-e0cf40275294,8db28d59-38ed-4e1f-855a-2a441cdfc5ff,A,false,,,0,0,-2,0,0,0,2026-04-07 12:16:59.427667
0828a8a9-e42c-4ab4-b52a-e750879b1e3e,696673f8-5e34-40e0-97d6-b32cf55ae28e,8db28d59-38ed-4e1f-855a-2a441cdfc5ff,C,false,,,1,0,2,0,2,-1,2026-04-04 15:05:27.696447
09163857-23bc-4ee7-829f-a375b0e1f0ac,83e3145a-e77c-4e31-bd56-98f37dcdbd88,79043a5f-79fc-41ab-90ab-3f2be40d80d9,B,false,,,2,0,0,1,1,2,2026-03-25 08:36:35.593286
09d866b8-5168-4909-8410-c113a9993fad,f237ff23-f7f9-4684-a273-8db0e9d76e33,a5fc68e8-ff5c-45fe-bc2f-736163c1ed74,B,false,,,2,-1,2,1,2,-2,2026-03-22 21:29:09.853026
0b7bc49e-6605-4c6d-bdfc-1977164089c4,4512d124-9fb2-4d9f-97e6-bce030eedebc,8db28d59-38ed-4e1f-855a-2a441cdfc5ff,A,false,,,0,0,-2,0,0,0,2026-04-06 13:07:08.739278
0c47cd0f-6503-4321-a804-2247f027f06a,317b387f-1a0b-41aa-af6c-4c0ba08947c6,0da2566c-99b0-4ac4-834e-f0ebc1b15c5c,D,false,,,1,-1,2,1,1,1,2026-04-08 08:54:35.023653
0d2a5805-dd02-4290-9ee3-3779a33c7158,cafcf917-286b-4a7f-b424-cf95f42e2c54,4279db11-59df-43e4-be12-42cb42099b86,B,false,,,1,0,-2,1,1,0,2026-04-07 12:25:59.979586
0ddbd7ff-7647-4525-98f3-ab66dbbc8653,f732f357-9526-44fa-9987-ac8d181e2263,0da2566c-99b0-4ac4-834e-f0ebc1b15c5c,B,false,,,0,-1,2,0,0,-2,2026-04-07 21:06:54.085106
0f798469-d6d5-43f8-8523-13cf28b4941a,acfebdb8-ab56-410d-a74b-0a8a67665f9f,8db28d59-38ed-4e1f-855a-2a441cdfc5ff,C,false,,,1,0,2,0,2,-1,2026-04-06 08:12:08.717325
0fcd63a0-8395-455a-a6c0-65a369b060be,582b3919-24bb-475f-a128-feb76064cdb7,a5fc68e8-ff5c-45fe-bc2f-736163c1ed74,A,false,,,0,2,-2,-1,-1,2,2026-03-23 00:31:32.746382
1109845f-51dd-445b-8730-f514e4524b8e,696673f8-5e34-40e0-97d6-b32cf55ae28e,4279db11-59df-43e4-be12-42cb42099b86,A,false,,,1,2,-1,1,1,2,2026-04-04 15:05:27.696447
1161b288-add0-4abf-99f5-7c0ea84f4748,2d85810f-378c-46c5-8c97-45714a51ddf7,4279db11-59df-43e4-be12-42cb42099b86,A,false,,,1,2,-1,1,1,2,2026-03-23 10:58:54.998056
118916e0-bb9c-4894-b264-bf3696d3a64c,83e3145a-e77c-4e31-bd56-98f37dcdbd88,8db28d59-38ed-4e1f-855a-2a441cdfc5ff,C,false,,,1,0,2,0,2,-1,2026-03-25 08:36:35.593286
126b68bf-e371-4009-963c-d8db08931d85,9debcada-71d6-4e41-8868-f93d2193d542,79043a5f-79fc-41ab-90ab-3f2be40d80d9,C,false,,,0,-1,2,0,0,0,2026-03-25 08:37:21.887516
1298462a-dffa-40a3-86eb-dfa231c59cea,d09cc756-d2a5-417d-8984-db258856623e,4279db11-59df-43e4-be12-42cb42099b86,A,false,,,1,2,-1,1,1,2,2026-04-04 09:25:20.407108
1337410f-f994-4d50-8570-939514c88e48,98597342-52f7-4bf6-bbff-31c71838f8e4,8db28d59-38ed-4e1f-855a-2a441cdfc5ff,C,false,,,1,0,2,0,2,-1,2026-03-28 21:27:13.6895
13463b1d-1355-49cf-8bc3-1de5b12e855e,7b4bbb08-da07-492e-878e-63ddd35809fd,8db28d59-38ed-4e1f-855a-2a441cdfc5ff,C,false,,,1,0,2,0,2,-1,2026-03-25 08:46:44.304785
144a9af6-620c-4f19-8ce1-3c14752e0ff2,83e3145a-e77c-4e31-bd56-98f37dcdbd88,a5fc68e8-ff5c-45fe-bc2f-736163c1ed74,B,false,,,2,-1,2,1,2,-2,2026-03-25 08:36:35.593286
169e03c5-7b19-4db1-a34a-e814ab1f3206,5d0974f0-1212-4399-9bf7-31ee676bd088,0da2566c-99b0-4ac4-834e-f0ebc1b15c5c,A,false,,,0,2,-1,2,2,2,2026-04-07 13:53:47.690895
16c43a1d-f2d2-44d2-ae72-f9971480c2d9,acfebdb8-ab56-410d-a74b-0a8a67665f9f,a5fc68e8-ff5c-45fe-bc2f-736163c1ed74,C,false,,,1,-1,-1,1,0,0,2026-04-06 08:12:08.717325
1758080e-c730-4ea3-8e6f-88c59cc0ff10,f4307af6-2df2-41c5-8c28-f02d67f66884,4279db11-59df-43e4-be12-42cb42099b86,A,false,,,1,2,-1,1,1,2,2026-03-25 05:34:52.935095
1b0d8068-9943-4ab2-b68d-fbf63be762ab,791ff1d9-d611-42bc-97e1-21074475f141,a5fc68e8-ff5c-45fe-bc2f-736163c1ed74,C,false,,,1,-1,-1,1,0,0,2026-04-07 09:50:47.447105
1b0dd531-262d-4e51-a410-b88009f2f39d,f732f357-9526-44fa-9987-ac8d181e2263,4279db11-59df-43e4-be12-42cb42099b86,B,false,,,1,0,-2,1,1,0,2026-04-07 21:06:54.085106
1b3dc37f-df0b-4a18-aa0f-6958b0e212c4,4512d124-9fb2-4d9f-97e6-bce030eedebc,a5fc68e8-ff5c-45fe-bc2f-736163c1ed74,A,false,,,0,2,-2,-1,-1,2,2026-04-06 13:07:08.739278
1c4bb3fe-80a7-4039-8614-35583a13491f,65e0f53f-ac2e-4201-92e8-b2f46b00ac7c,8db28d59-38ed-4e1f-855a-2a441cdfc5ff,A,false,,,0,0,-2,0,0,0,2026-03-23 14:53:38.246263
1c8bc8e3-3e83-4a39-9abc-03660298cb90,7b4bbb08-da07-492e-878e-63ddd35809fd,0da2566c-99b0-4ac4-834e-f0ebc1b15c5c,B,false,,,0,-1,2,0,0,-2,2026-03-25 08:46:44.304785
1ca375c3-525a-4994-99a2-7f979d427790,54bd08f6-0004-41cf-95ca-a74cff42f614,8db28d59-38ed-4e1f-855a-2a441cdfc5ff,B,false,,,0,2,0,0,0,0,2026-04-04 12:23:25.874615
1eddbaf6-dced-453f-adae-305ceff7d745,65e0f53f-ac2e-4201-92e8-b2f46b00ac7c,79043a5f-79fc-41ab-90ab-3f2be40d80d9,A,false,,,0,2,0,0,0,1,2026-03-23 14:53:38.246263
1fbc5dbd-d8cf-4b5c-9cb9-0dbe357afa4d,791ff1d9-d611-42bc-97e1-21074475f141,4279db11-59df-43e4-be12-42cb42099b86,A,false,,,1,2,-1,1,1,2,2026-04-07 09:50:47.447105
1fecbaba-641b-4388-bc41-bed308f16bdd,4512d124-9fb2-4d9f-97e6-bce030eedebc,79043a5f-79fc-41ab-90ab-3f2be40d80d9,C,false,,,0,-1,2,0,0,0,2026-04-06 13:07:08.739278
21e68e9c-34b7-42e1-b636-3bef0b1ff94e,ef7fd2f4-259b-40b2-8877-f5aaa88dbd6e,0da2566c-99b0-4ac4-834e-f0ebc1b15c5c,C,false,,,0,-1,1,1,1,0,2026-04-07 12:48:20.118093
22397392-921a-4212-9f74-d9ec34523c68,c8cd935f-933a-44c9-8fe1-5a4f5e5bbb1d,8db28d59-38ed-4e1f-855a-2a441cdfc5ff,B,false,,,0,2,0,0,0,0,2026-04-07 14:27:19.739197
2314c3f9-563c-443a-a3bc-ad8a404352be,7b4bbb08-da07-492e-878e-63ddd35809fd,a5fc68e8-ff5c-45fe-bc2f-736163c1ed74,A,false,,,0,2,-2,-1,-1,2,2026-03-25 08:46:44.304785
250f7157-96b4-45eb-ae56-7a1c6d4f7a59,4a8e4fd9-14df-4d5e-b6f1-f9bf87122b9d,a5fc68e8-ff5c-45fe-bc2f-736163c1ed74,B,false,,,2,-1,2,1,2,-2,2026-04-07 14:11:39.536983
25712222-f81f-4a88-9458-97d73f57a59f,606ae701-d09f-44fa-a808-e5f098896c50,0da2566c-99b0-4ac4-834e-f0ebc1b15c5c,D,false,,,1,-1,2,1,1,1,2026-03-25 08:38:03.115114
2704ff88-a100-4377-9ded-3185802ce091,f4307af6-2df2-41c5-8c28-f02d67f66884,79043a5f-79fc-41ab-90ab-3f2be40d80d9,B,false,,,2,0,0,1,1,2,2026-03-25 05:34:52.935095
294c3f1c-e00a-463c-bdcd-f6b29d6b831b,ec5d1898-8445-42b6-8012-819573a1d782,0da2566c-99b0-4ac4-834e-f0ebc1b15c5c,B,false,,,0,-1,2,0,0,-2,2026-03-30 18:07:30.034162
2ad705ef-c461-45f8-8c7d-cf626733de16,3e330fb7-20e4-4d14-8057-0c22db928d2c,8db28d59-38ed-4e1f-855a-2a441cdfc5ff,C,false,,,1,0,2,0,2,-1,2026-03-23 00:39:10.256722
2bdadbf6-d110-4ccb-8fd0-b5fb4dfdd28c,606ae701-d09f-44fa-a808-e5f098896c50,8db28d59-38ed-4e1f-855a-2a441cdfc5ff,C,false,,,1,0,2,0,2,-1,2026-03-25 08:38:03.115114
2c375bd9-4226-49c1-a3d2-66ca6b064563,b9b8fa5d-395a-418f-9517-73310287d647,8db28d59-38ed-4e1f-855a-2a441cdfc5ff,B,false,,,0,2,0,0,0,0,2026-04-07 19:41:04.671895
2c5c7c14-db19-427c-a374-5c8756d42f42,807213f5-b56b-4d1a-8297-8ff624cb36b6,4279db11-59df-43e4-be12-42cb42099b86,A,false,,,1,2,-1,1,1,2,2026-03-30 07:05:21.679207
2ca60238-4b0c-4224-856f-435093c8ce56,791ff1d9-d611-42bc-97e1-21074475f141,8db28d59-38ed-4e1f-855a-2a441cdfc5ff,B,false,,,0,2,0,0,0,0,2026-04-07 09:50:47.447105
2d72b811-5bb8-454f-a649-76ba88ea7db0,08c925be-69b2-4323-ad65-821c6d6020a8,0da2566c-99b0-4ac4-834e-f0ebc1b15c5c,A,false,,,0,2,-1,2,2,2,2026-04-07 08:26:11.083354
2d811139-5c01-4f6f-a975-67b3123ae866,43f5c91c-4e43-45ad-9082-63fb43956e63,79043a5f-79fc-41ab-90ab-3f2be40d80d9,A,false,,,0,2,0,0,0,1,2026-03-22 21:07:18.369523
2d99da36-f036-46f1-bbaa-704f05806dc4,2d85810f-378c-46c5-8c97-45714a51ddf7,a5fc68e8-ff5c-45fe-bc2f-736163c1ed74,A,false,,,0,2,-2,-1,-1,2,2026-03-23 10:58:54.998056
2dc25c14-2871-4122-9652-66f1845bdb85,317b387f-1a0b-41aa-af6c-4c0ba08947c6,79043a5f-79fc-41ab-90ab-3f2be40d80d9,C,false,,,0,-1,2,0,0,0,2026-04-08 08:54:35.023653
2df7d837-4f4a-4119-802e-7ded9e9d3b67,43f5c91c-4e43-45ad-9082-63fb43956e63,a5fc68e8-ff5c-45fe-bc2f-736163c1ed74,C,false,,,1,-1,-1,1,0,0,2026-03-22 21:07:18.369523
2e00b92f-33af-48b8-ac44-8d38b3c22fcd,65e0f53f-ac2e-4201-92e8-b2f46b00ac7c,a5fc68e8-ff5c-45fe-bc2f-736163c1ed74,A,false,,,0,2,-2,-1,-1,2,2026-03-23 14:53:38.246263
2ed8dfd8-4945-4163-b0ea-37c9d385ed38,08c925be-69b2-4323-ad65-821c6d6020a8,79043a5f-79fc-41ab-90ab-3f2be40d80d9,B,false,,,2,0,0,1,1,2,2026-04-07 08:26:11.083354
3126bc3e-06e7-41ca-96e8-207f9fdd6292,bdc82b9d-dafe-4899-bd58-79c80d4c409f,0da2566c-99b0-4ac4-834e-f0ebc1b15c5c,D,false,,,1,-1,2,1,1,1,2026-04-04 11:58:50.968489
326c3ba2-abe4-43d8-9620-3d131fdc8613,ec5d1898-8445-42b6-8012-819573a1d782,4279db11-59df-43e4-be12-42cb42099b86,A,false,,,1,2,-1,1,1,2,2026-03-30 18:07:30.034162
32ced9b3-386e-4fbc-88ef-fc3a96fdff0f,447cc68b-6c5c-4002-961f-a1c8c2bd462b,4279db11-59df-43e4-be12-42cb42099b86,A,false,,,1,2,-1,1,1,2,2026-04-06 08:58:46.446106
337c253f-b2fb-44d7-acf5-dda9ec3272b3,f4307af6-2df2-41c5-8c28-f02d67f66884,0da2566c-99b0-4ac4-834e-f0ebc1b15c5c,A,false,,,0,2,-1,2,2,2,2026-03-25 05:34:52.935095
33f07a96-f189-4f05-8c99-a1052a0fbdae,89059b4e-8e08-4ab2-a072-d22c29b1e17d,8db28d59-38ed-4e1f-855a-2a441cdfc5ff,B,false,,,0,2,0,0,0,0,2026-04-04 11:23:22.361893
34c32a4f-b70b-43e4-8a84-f7c2a5718227,fb106834-477d-4a56-ad4f-9f17bc37192e,0da2566c-99b0-4ac4-834e-f0ebc1b15c5c,C,false,,,0,-1,1,1,1,0,2026-03-25 12:59:44.643751
34dc115b-1423-4edc-9d94-91017226805c,4512d124-9fb2-4d9f-97e6-bce030eedebc,4279db11-59df-43e4-be12-42cb42099b86,C,false,,,1,0,1,1,2,-1,2026-04-06 13:07:08.739278
34e61314-5565-4af2-b625-2682b2258f77,acfebdb8-ab56-410d-a74b-0a8a67665f9f,4279db11-59df-43e4-be12-42cb42099b86,B,false,,,1,0,-2,1,1,0,2026-04-06 08:12:08.717325
36591408-3663-43a1-9089-57cff8c17741,cafcf917-286b-4a7f-b424-cf95f42e2c54,a5fc68e8-ff5c-45fe-bc2f-736163c1ed74,B,false,,,2,-1,2,1,2,-2,2026-04-07 12:25:59.979586
369f698f-8c10-4cb5-9161-89e690344ad1,ef7fd2f4-259b-40b2-8877-f5aaa88dbd6e,4279db11-59df-43e4-be12-42cb42099b86,A,false,,,1,2,-1,1,1,2,2026-04-07 12:48:20.118093
39b58e2a-b70f-4bd7-8755-413cb1367f1c,447cc68b-6c5c-4002-961f-a1c8c2bd462b,a5fc68e8-ff5c-45fe-bc2f-736163c1ed74,C,false,,,1,-1,-1,1,0,0,2026-04-06 08:58:46.446106
3a0da0dc-6fe3-4db9-acbe-bbb575ff81c4,f4307af6-2df2-41c5-8c28-f02d67f66884,8db28d59-38ed-4e1f-855a-2a441cdfc5ff,A,false,,,0,0,-2,0,0,0,2026-03-25 05:34:52.935095
3b8a797d-b73c-42de-adce-76afb256b155,fb106834-477d-4a56-ad4f-9f17bc37192e,a5fc68e8-ff5c-45fe-bc2f-736163c1ed74,A,false,,,0,2,-2,-1,-1,2,2026-03-25 12:59:44.643751
3c472aff-c0c7-4290-a55c-d4de199bcf36,317b387f-1a0b-41aa-af6c-4c0ba08947c6,8db28d59-38ed-4e1f-855a-2a441cdfc5ff,B,false,,,0,2,0,0,0,0,2026-04-08 08:54:35.023653
3c95c62b-ac5d-4832-852c-72691dfa89bd,696673f8-5e34-40e0-97d6-b32cf55ae28e,0da2566c-99b0-4ac4-834e-f0ebc1b15c5c,A,false,,,0,2,-1,2,2,2,2026-04-04 15:05:27.696447
3d40e259-ac90-43c7-830c-0e5c598ac13c,9ab8d088-2de1-4b56-8e16-8df09345f97f,79043a5f-79fc-41ab-90ab-3f2be40d80d9,C,false,,,0,-1,2,0,0,0,2026-03-25 08:37:54.866739
3e417396-591b-4378-a26e-0932bffa44d8,7c2e1bd2-e7a3-4785-ba86-4d47ce11d228,0da2566c-99b0-4ac4-834e-f0ebc1b15c5c,A,false,,,0,2,-1,2,2,2,2026-03-23 12:47:40.423283
4098b56a-f29a-464c-bce9-baac3d09075d,5f1fed93-dd42-498a-909c-41d958720cf2,4279db11-59df-43e4-be12-42cb42099b86,A,false,,,1,2,-1,1,1,2,2026-04-04 12:15:34.673467
42d11a84-d31a-41f9-99a5-17c7bf2b129e,8abc03cc-b517-48fd-a4d1-d3c655dfc8d6,8db28d59-38ed-4e1f-855a-2a441cdfc5ff,A,false,,,0,0,-2,0,0,0,2026-04-07 14:29:32.887601
43fcde3f-9f12-47e3-b685-8449822fcc02,eda5bcff-8301-4b7e-bc14-9595c05d3877,4279db11-59df-43e4-be12-42cb42099b86,A,false,,,1,2,-1,1,1,2,2026-04-07 15:27:46.349996
440c6389-55da-476f-aa79-f7bc0ce56496,696673f8-5e34-40e0-97d6-b32cf55ae28e,79043a5f-79fc-41ab-90ab-3f2be40d80d9,C,false,,,0,-1,2,0,0,0,2026-04-04 15:05:27.696447
4416ea9e-57dc-4034-a91f-bfb8ead36b1d,cafcf917-286b-4a7f-b424-cf95f42e2c54,0da2566c-99b0-4ac4-834e-f0ebc1b15c5c,B,false,,,0,-1,2,0,0,-2,2026-04-07 12:25:59.979586
4681b3c3-e3b3-478e-84a7-d8084318c229,ec5d1898-8445-42b6-8012-819573a1d782,a5fc68e8-ff5c-45fe-bc2f-736163c1ed74,C,false,,,1,-1,-1,1,0,0,2026-03-30 18:07:30.034162
498a2ffe-ff84-468c-a58e-07c77d9df2d3,7c2e1bd2-e7a3-4785-ba86-4d47ce11d228,8db28d59-38ed-4e1f-855a-2a441cdfc5ff,B,false,,,0,2,0,0,0,0,2026-03-23 12:47:40.423283
4a12c13f-bacf-472d-aa41-b5b2c664ac01,08c925be-69b2-4323-ad65-821c6d6020a8,a5fc68e8-ff5c-45fe-bc2f-736163c1ed74,B,false,,,2,-1,2,1,2,-2,2026-04-07 08:26:11.083354
4b4ebd63-fd25-4967-95ff-2c8893c80bea,cafcf917-286b-4a7f-b424-cf95f42e2c54,79043a5f-79fc-41ab-90ab-3f2be40d80d9,C,false,,,0,-1,2,0,0,0,2026-04-07 12:25:59.979586
4ebf5b5d-66ea-40ca-bd14-de7d5a5d4939,86ccee56-599a-4d63-ac67-4e41d3ecfcd2,4279db11-59df-43e4-be12-42cb42099b86,B,false,,,1,0,-2,1,1,0,2026-04-07 14:26:46.690369
501efa75-7310-4a60-8420-70f4738eacc0,663828e5-0234-475a-8732-8461607cdbb0,4279db11-59df-43e4-be12-42cb42099b86,C,false,,,1,0,1,1,2,-1,2026-03-25 08:38:01.565231
5167db58-9cf6-413b-b384-c03418217d5f,d09cc756-d2a5-417d-8984-db258856623e,a5fc68e8-ff5c-45fe-bc2f-736163c1ed74,B,false,,,2,-1,2,1,2,-2,2026-04-04 09:25:20.407108
5488d491-33c4-44d5-b840-c6b453cecd97,bdc82b9d-dafe-4899-bd58-79c80d4c409f,4279db11-59df-43e4-be12-42cb42099b86,B,false,,,1,0,-2,1,1,0,2026-04-04 11:58:50.968489
5545855a-3115-48a9-8aa0-4abf0841d208,8abc03cc-b517-48fd-a4d1-d3c655dfc8d6,a5fc68e8-ff5c-45fe-bc2f-736163c1ed74,C,false,,,1,-1,-1,1,0,0,2026-04-07 14:29:32.887601
5617031e-5253-4860-9447-c467e3fb55fd,9debcada-71d6-4e41-8868-f93d2193d542,0da2566c-99b0-4ac4-834e-f0ebc1b15c5c,A,false,,,0,2,-1,2,2,2,2026-03-25 08:37:21.887516
573559dd-5634-4d52-88ff-dee4b6371919,663828e5-0234-475a-8732-8461607cdbb0,0da2566c-99b0-4ac4-834e-f0ebc1b15c5c,C,false,,,0,-1,1,1,1,0,2026-03-25 08:38:01.565231
57426da3-33c9-4b35-8a29-70182aadf8fc,38ebea23-868c-4797-82ee-e0cf40275294,79043a5f-79fc-41ab-90ab-3f2be40d80d9,C,false,,,0,-1,2,0,0,0,2026-04-07 12:16:59.427667
582eaeab-ad90-421f-8af2-52d2c131bfe7,86ccee56-599a-4d63-ac67-4e41d3ecfcd2,79043a5f-79fc-41ab-90ab-3f2be40d80d9,C,false,,,0,-1,2,0,0,0,2026-04-07 14:26:46.690369
591baca3-30ab-40fd-beeb-c11a5b8a685c,86b6864f-9c63-4434-a859-69495805e760,a5fc68e8-ff5c-45fe-bc2f-736163c1ed74,A,false,,,0,2,-2,-1,-1,2,2026-03-23 10:44:26.008254
597b604c-f63d-449a-879e-95d82bc8c0a6,807213f5-b56b-4d1a-8297-8ff624cb36b6,8db28d59-38ed-4e1f-855a-2a441cdfc5ff,B,false,,,0,2,0,0,0,0,2026-03-30 07:05:21.679207
59c08a7d-a24d-46fd-a993-cd5088c34184,b9b8fa5d-395a-418f-9517-73310287d647,a5fc68e8-ff5c-45fe-bc2f-736163c1ed74,A,false,,,0,2,-2,-1,-1,2,2026-04-07 19:41:04.671895
5a0d8dbd-ed99-4fc4-bcda-41795d05d22a,4a8e4fd9-14df-4d5e-b6f1-f9bf87122b9d,4279db11-59df-43e4-be12-42cb42099b86,B,false,,,1,0,-2,1,1,0,2026-04-07 14:11:39.536983
5a4c6a5a-c6e5-4cbb-beec-c5b8f64a3f3c,606ae701-d09f-44fa-a808-e5f098896c50,4279db11-59df-43e4-be12-42cb42099b86,C,false,,,1,0,1,1,2,-1,2026-03-25 08:38:03.115114
5ac5d72f-6988-44c0-9881-0e7cdd926693,5f1fed93-dd42-498a-909c-41d958720cf2,79043a5f-79fc-41ab-90ab-3f2be40d80d9,C,false,,,0,-1,2,0,0,0,2026-04-04 12:15:34.673467